,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,Fence,MiscFeature,SaleType,SaleCondition,GarageAge,SinceYearSold,HouseAge,TotalHouseSF,TotalPorchSF
162,20,RL,95.0,12182,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,TA,Mn,BLQ,1201,Unf,340,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,532,TA,TA,Y,0,NA,NA,New,Partial,19.0,14,19,4623,70
132,20,RL,75.0,7388,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,2002,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,405,Unf,658,GasA,Gd,Y,SBrkr,0,1,0,1,0,3,1,Gd,7,Typ,0,NA,Detchd,Unf,2,624,TA,TA,Y,0,NA,NA,WD,Normal,50.0,17,65,3717,0
1214,85,RL,69.0,10205,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,784,Unf,141,GasA,TA,Y,SBrkr,0,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,1,300,TA,TA,Y,0,NA,NA,WD,Normal,62.0,18,62,2923,222
222,60,RL,85.0,11475,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,163,GasA,TA,Y,SBrkr,741,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,434,TA,TA,Y,0,MnPrv,NA,WD,Normal,49.0,18,49,3076,417
1193,120,RM,70.01929530201342,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,883,Unf,341,GasA,Ex,Y,SBrkr,0,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,Fin,2,402,TA,TA,Y,0,NA,NA,WD,Normal,25.0,15,25,3672,304
185,75,RM,90.0,22950,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,NA,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0,Unf,1107,GasA,Ex,Y,SBrkr,1518,0,0,2,1,4,1,Ex,12,Typ,2,TA,Detchd,Unf,3,840,Ex,TA,Y,0,GdPrv,NA,WD,Normal,31.0,18,132,6233,670
41,20,RL,115.0,16905,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,967,Unf,383,GasA,Gd,Y,SBrkr,0,0,1,1,1,2,1,TA,5,Typ,2,Gd,Attchd,RFn,1,308,TA,TA,P,0,NA,NA,WD,Normal,65.0,17,65,4006,104
696,30,RM,50.0,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1950,Gable,CompShg,Wd Sdng,Wd Shng,NA,0.0,TA,TA,CBlock,TA,TA,No,LwQ,616,Unf,0,GasA,Gd,Y,SBrkr,0,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,1,205,TA,TA,Y,0,NA,NA,WD,Normal,103.0,18,103,1848,129
108,50,RM,85.0,8500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,2005,Gable,CompShg,CemntBd,CmentBd,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,793,GasW,TA,N,FuseF,520,0,0,2,0,3,1,Fa,7,Typ,0,NA,NA,NA,0,0,NA,NA,N,0,NA,NA,WD,Normal,-1.0,17,105,3307,144
38,20,RL,68.0,7922,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,2007,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,731,Unf,326,GasA,TA,Y,SBrkr,0,1,0,1,0,3,1,Gd,5,Typ,0,NA,Detchd,Unf,1,246,TA,TA,Y,0,NA,NA,WD,Abnorml,71.0,14,71,3171,52
571,20,RL,60.0,7332,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,Gable,CompShg,WdShing,Wd Shng,BrkFace,207.0,TA,TA,CBlock,TA,TA,No,BLQ,414,Unf,450,GasA,Ex,Y,SBrkr,0,1,0,1,0,2,1,Gd,4,Typ,0,NA,Attchd,Unf,1,288,TA,TA,Y,0,NA,NA,WD,Abnorml,65.0,18,65,2592,168
942,90,RL,42.0,7711,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,1977,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1440,Unf,0,GasA,TA,Y,SBrkr,0,2,0,2,0,4,2,TA,8,Typ,0,NA,NA,NA,0,0,NA,NA,N,0,NA,NA,Oth,Abnorml,-1.0,17,47,4320,321
1251,120,RL,70.01929530201342,3136,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1405,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,478,TA,TA,Y,0,NA,NA,WD,Normal,21.0,18,21,4215,184
1404,50,RL,60.0,10410,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,3,4,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,672,GasA,TA,Y,SBrkr,520,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,Unf,3,936,TA,TA,Y,0,MnPrv,NA,WD,Family,26.0,18,109,2580,376
485,20,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,2007,Gable,CompShg,MetalSd,MetalSd,NA,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,607,Unf,506,GasA,Gd,Y,SBrkr,0,0,0,1,0,3,1,Gd,5,Typ,1,Gd,Attchd,Unf,1,264,TA,TA,Y,0,NA,NA,WD,Normal,74.0,15,74,3339,200
470,120,RL,70.01929530201342,6820,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,Gable,CompShg,HdBoard,HdBoard,NA,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,368,BLQ,0,GasA,TA,Y,SBrkr,0,1,0,1,1,1,1,Gd,4,Typ,0,NA,Attchd,RFn,2,528,TA,TA,Y,0,NA,NA,WD,Normal,39.0,14,39,4492,194
894,90,RL,64.0,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,Gable,CompShg,Plywood,Plywood,NA,0.0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,GasA,TA,Y,SBrkr,0,0,0,2,0,4,2,TA,8,Typ,0,NA,Attchd,Unf,2,400,TA,TA,Y,0,NA,NA,WD,Alloca,45.0,15,45,3070,0
24,20,RL,70.01929530201342,8246,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,2001,Gable,CompShg,Plywood,Plywood,NA,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,188,ALQ,204,GasA,Ex,Y,SBrkr,0,1,0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,1,270,TA,TA,Y,0,MnPrv,NA,WD,Normal,56.0,14,56,3180,496
958,20,RL,65.0,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,699,Unf,638,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,531,TA,TA,Y,0,NA,NA,WD,Normal,21.0,17,21,4011,39
990,60,RL,82.0,9452,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,423.0,Gd,TA,PConc,Gd,TA,No,GLQ,1074,Unf,322,GasA,Ex,Y,SBrkr,985,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,3,870,TA,TA,Y,0,NA,NA,WD,Normal,27.0,18,27,5195,70
68,30,RM,47.0,4608,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1950,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,747,GasA,TA,Y,SBrkr,0,0,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,Unf,1,220,TA,TA,Y,0,NA,NA,WD,Normal,79.0,14,79,2241,0
888,20,RL,95.0,15865,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,NA,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,351,Rec,1043,GasA,Ex,Y,SBrkr,0,1,0,2,0,4,1,Gd,8,Typ,1,TA,Attchd,Unf,2,621,TA,TA,Y,0,NA,NA,WD,Normal,54.0,17,54,6651,512
1230,90,RL,70.01929530201342,18890,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,Shed,CompShg,Plywood,Plywood,NA,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,498,Rec,652,GasA,Ex,Y,SBrkr,1259,0,0,2,2,4,2,TA,12,Typ,1,TA,BuiltIn,RFn,2,600,TA,TA,N,0,NA,Gar2,WD,Normal,47.0,17,47,5342,324
368,20,RL,78.0,7800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,PConc,TA,TA,No,LwQ,540,Unf,728,GasA,Gd,Y,SBrkr,0,0,0,1,0,2,1,TA,7,Typ,1,Gd,Attchd,Fin,1,244,TA,TA,Y,0,NA,NA,WD,Normal,70.0,14,70,3804,98
507,20,FV,75.0,7862,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,27,Unf,1191,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Gd,4,Typ,0,NA,Attchd,Fin,2,676,TA,TA,Y,0,NA,NA,New,Partial,15.0,15,15,3654,102
854,20,RL,102.0,17920,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1974,Hip,CompShg,Wd Sdng,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306,Rec,372,GasA,TA,Y,SBrkr,0,1,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,Unf,2,454,TA,TA,Y,0,NA,NA,WD,Abnorml,69.0,18,69,5321,730
1282,20,RL,61.0,8800,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,2008,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,Rec,364,GasA,TA,Y,SBrkr,0,0,0,2,0,3,1,Gd,5,Typ,0,NA,Detchd,Unf,2,484,TA,TA,Y,0,NA,NA,WD,Normal,47.0,15,47,3120,288
385,120,RL,43.0,3182,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,1232,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,Fin,2,430,TA,TA,Y,0,NA,NA,WD,Normal,20.0,14,20,3794,310
738,90,RL,60.0,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1988,Gable,CompShg,Plywood,Plywood,NA,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,GasA,TA,Y,SBrkr,0,3,0,3,0,3,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,NA,Y,0,NA,NA,WD,Alloca,-1.0,15,37,3600,120
721,120,RM,70.01929530201342,4426,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,186,GasA,Ex,Y,SBrkr,0,1,0,1,0,1,1,Gd,3,Typ,0,NA,Attchd,RFn,2,420,TA,TA,Y,0,NA,NA,WD,Normal,20.0,14,20,2544,160
1301,70,RL,70.01929530201342,7500,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,224,GasA,Fa,Y,SBrkr,741,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,Unf,1,213,TA,TA,P,0,NA,NA,WD,Normal,82.0,15,82,3018,224
456,70,RM,34.0,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1950,Gable,CompShg,AsbShng,AsbShng,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,624,GasA,Fa,N,SBrkr,720,0,0,1,0,4,1,TA,7,Typ,0,NA,Detchd,Unf,3,513,Fa,Fa,Y,0,NA,NA,COD,Abnorml,108.0,16,108,2592,96
265,20,RL,78.0,12090,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,Gd,TA,No,GLQ,588,LwQ,606,GasA,TA,Y,SBrkr,0,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,576,TA,TA,Y,0,GdPrv,NA,WD,Normal,43.0,16,43,4266,276
75,180,RM,21.0,1596,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,Gable,CompShg,CemntBd,CmentBd,NA,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,GasA,TA,Y,SBrkr,462,1,0,1,0,2,1,TA,5,Typ,0,NA,BuiltIn,Unf,1,297,TA,TA,Y,0,GdWo,NA,WD,Normal,51.0,15,51,1976,221
918,60,RL,103.0,13125,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,Gable,CompShg,HdBoard,HdBoard,NA,0.0,Gd,TA,PConc,Ex,TA,Mn,BLQ,48,GLQ,422,GasA,Ex,Y,SBrkr,1215,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,RFn,3,833,TA,TA,Y,0,GdPrv,NA,WD,Normal,33.0,17,33,4143,488
232,160,RM,21.0,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,483,GasA,TA,Y,SBrkr,504,0,0,1,1,2,1,TA,5,Typ,1,Po,Attchd,Unf,1,288,TA,TA,Y,0,NA,NA,WD,Normal,52.0,18,52,1953,0
446,20,RL,137.0,16492,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,2002,Gable,CompShg,BrkFace,Plywood,NA,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,247,Rec,557,GasA,Ex,Y,SBrkr,0,0,0,2,1,2,1,Gd,6,Mod,1,Gd,Attchd,Fin,2,578,TA,TA,Y,0,NA,NA,WD,Normal,58.0,14,58,5293,0
397,60,RL,69.0,7590,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,540,Unf,324,GasA,TA,Y,SBrkr,936,0,0,2,0,4,1,TA,8,Typ,1,TA,Attchd,RFn,1,264,TA,TA,Y,0,NA,NA,WD,Normal,62.0,17,62,3552,168
614,180,RM,21.0,1491,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,Gable,CompShg,CemntBd,CmentBd,NA,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,150,GLQ,0,GasA,Ex,Y,SBrkr,0,1,0,1,0,1,1,TA,3,Typ,0,NA,NA,NA,0,0,NA,NA,Y,0,NA,NA,WD,Normal,-1.0,14,52,1890,120
176,60,RL,97.0,10029,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1989,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,Gd,TA,No,GLQ,831,Unf,320,GasA,TA,Y,SBrkr,896,0,1,2,1,4,1,TA,8,Typ,1,TA,Attchd,Unf,2,521,TA,TA,Y,0,NA,NA,WD,Normal,36.0,17,36,4375,420
18,20,RL,66.0,13695,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,TA,TA,No,GLQ,646,Unf,468,GasA,Ex,Y,SBrkr,0,1,0,1,1,3,1,Gd,6,Typ,0,NA,Detchd,Unf,2,576,TA,TA,Y,0,NA,NA,WD,Normal,20.0,16,20,3342,102
1277,80,RL,70.01929530201342,17871,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,1152,GasA,Fa,Y,SBrkr,0,1,0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,RFn,2,480,TA,TA,Y,0,NA,NA,WD,Normal,57.0,15,57,5128,0
1031,75,RL,102.0,15863,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,1970,Gable,CompShg,Wd Sdng,Plywood,NA,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,523,Unf,301,GasA,Ex,Y,SBrkr,998,1,0,2,1,5,1,TA,12,Typ,2,TA,Basment,Fin,2,672,TA,TA,Y,0,NA,NA,WD,Normal,54.0,15,104,5593,199
343,120,RL,63.0,8849,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,Ex,TA,PConc,Ex,TA,No,GLQ,28,Unf,1656,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,RFn,2,564,TA,TA,Y,0,NA,NA,WD,Normal,19.0,16,19,5052,567
1001,30,RL,60.0,5400,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,691,GasA,Ex,Y,FuseA,0,0,0,1,0,2,1,Ex,4,Typ,0,NA,Detchd,Unf,1,216,Fa,TA,N,0,NA,NA,WD,Abnorml,104.0,17,104,2073,114
883,75,RL,60.0,6204,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,Gd,TA,PConc,TA,Fa,No,Unf,0,Unf,795,GasA,TA,N,SBrkr,795,1,0,1,0,5,1,TA,10,Typ,0,NA,Detchd,Unf,1,440,TA,Gd,Y,0,NA,NA,WD,Normal,27.0,18,112,3979,188
598,20,RL,80.0,12984,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1977,Gable,CompShg,Plywood,Plywood,BrkFace,459.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,1283,LwQ,0,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,621,TA,TA,Y,0,NA,NA,WD,Normal,47.0,18,47,4724,0
61,75,RM,60.0,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1996,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,530,GasA,TA,N,SBrkr,530,0,0,1,0,3,1,Fa,6,Typ,0,NA,Detchd,Unf,1,288,TA,TA,N,0,NA,NA,WD,Normal,89.0,17,104,2222,144
1226,60,RL,86.0,14598,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,894,GasA,Ex,Y,SBrkr,1039,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3,668,TA,TA,Y,0,NA,NA,WD,Normal,17.0,16,17,3721,118
273,20,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,TA,TA,No,Rec,620,LwQ,0,GasA,Gd,Y,SBrkr,0,1,0,2,0,3,1,TA,6,Min1,1,Gd,Attchd,RFn,1,338,TA,TA,Y,0,MnPrv,NA,WD,Normal,66.0,15,66,4504,289
1175,50,RL,85.0,10678,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,983,GasA,Ex,Y,SBrkr,743,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,Fin,2,541,TA,TA,Y,0,NA,NA,WD,Normal,32.0,17,32,6684,33
876,20,RL,94.0,25286,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,Gable,CompShg,HdBoard,Plywood,NA,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,633,Unf,431,GasA,Gd,Y,SBrkr,0,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,Unf,2,648,TA,TA,Y,0,NA,NA,WD,Normal,61.0,17,61,3144,0
1091,160,FV,24.0,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,BLQ,510,Unf,90,GasA,Ex,Y,SBrkr,628,1,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,Unf,2,462,TA,TA,Y,0,NA,NA,WD,Normal,25.0,16,25,2476,48
1371,80,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1996,Hip,CompShg,AsbShng,AsbShng,NA,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,831,Unf,161,GasA,Gd,Y,SBrkr,0,1,0,1,0,3,1,Gd,8,Typ,1,TA,BuiltIn,RFn,1,377,TA,TA,Y,0,MnPrv,NA,WD,Normal,69.0,16,69,4314,206
279,60,RL,83.0,10005,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,392,Unf,768,GasA,Ex,Y,SBrkr,866,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,Fin,2,505,TA,TA,Y,0,NA,NA,WD,Normal,47.0,16,47,4338,405
1128,60,RL,59.0,11796,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,847,GasA,Ex,Y,SBrkr,1112,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2,434,TA,TA,Y,0,NA,NA,WD,Normal,20.0,17,20,3653,148
698,20,RL,65.0,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,2009,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,553,BLQ,224,GasA,Ex,Y,SBrkr,0,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,Unf,1,336,TA,TA,Y,0,MnPrv,NA,WD,Normal,51.0,14,59,2682,560
